Year,Series,Sexo,Grupo de edad,Entidad federativa,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila de Zaragoza,Colima,Chiapas,Chihuahua,Ciudad de México,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,México,Michoacán de Ocampo,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz de Ignacio de la Llave,Yucatán,Zacatecas,GeoCode,Value
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04668371
2008,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8431993
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34373647
2016,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1404109
2014,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.31890121
2012,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.39751158
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.62342863
2008,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.64963965
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Menores_de_18_años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.89717402
2016,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Menores_de_18_años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.25631285
2014,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Menores_de_18_años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.567279
2012,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Menores_de_18_años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.15793754
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Menores_de_18_años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.43966356
2008,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Menores_de_18_años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.69210749
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_18_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.81055135
2016,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_18_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.47953171
2014,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_18_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25874429
2012,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_18_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.87208603
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_18_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.31494298
2008,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_18_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.45310995
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Entre_12_y_29_años_de_edad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00571854
2016,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Entre_12_y_29_años_de_edad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5614968
2014,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Entre_12_y_29_años_de_edad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.64984616
2012,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Entre_12_y_29_años_de_edad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.09178873
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Entre_12_y_29_años_de_edad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.26968414
2008,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Entre_12_y_29_años_de_edad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.05623735
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_0_a_11_años_y_de_30_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15045329
2016,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_0_a_11_años_y_de_30_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.83077432
2014,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_0_a_11_años_y_de_30_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7699287
2012,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_0_a_11_años_y_de_30_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.95915647
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_0_a_11_años_y_de_30_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.62438301
2008,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_0_a_11_años_y_de_30_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.59184299
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_65_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.20854206
2016,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_65_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3501677
2014,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_65_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.97663114
2012,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_65_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.91769221
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_65_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.43007915
2008,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,De_65_años_o_más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.30434298
2018,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Menores_de_65_años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.61185893
2016,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Menores_de_65_años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.28378191
2014,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Menores_de_65_años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.62668894
2012,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Menores_de_65_años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58717318
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Menores_de_65_años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.07773128
2008,"Proporción de la población con inseguridad alimentaria moderada o severa, desglosada por sexo y edad",,Menores_de_65_años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.91265474
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,Estados Unidos Mexicanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,Aguascalientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,Aguascalientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.0,15.57810154
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,Asientos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.0,31.53278934
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,Calvillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.0,19.32028004
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,Cosío,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.0,30.50022182
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,Jesús María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.0,27.41729064
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,Pabellón de Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.0,33.99977248
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,Rincón de Romos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.0,40.4369156
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,San José de Gracia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.0,32.12827988
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,Tepezalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.0,35.75538499
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,El Llano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.0,41.39513453
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,San Francisco de los Romo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.0,20.07190513
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,Baja California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,18.10510352
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,Mexicali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0,12.65797456
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,Tecate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0,11.5339084
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,Tijuana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,18.3108926
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,Playas de Rosarito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,16.67725719
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,San Quintín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,ND
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,Baja California Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,Comondú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001.0,29.88797251
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,Mulegé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002.0,30.46963869
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,La Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3003.0,16.78875926
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,Los Cabos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3008.0,33.71141698
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,Loreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009.0,32.04125493
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,Campeche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,Calkiní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001.0,42.7109877
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,Campeche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4002.0,20.19379922
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4003.0,22.27132253
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,Champotón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4004.0,31.72175698
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,Hecelchakán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4005.0,37.91392373
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,Hopelchén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006.0,43.3954344
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,Palizada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4007.0,37.00278552
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,Tenabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4008.0,33.27994509
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,Escárcega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4009.0,59.9178266
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,Calakmul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4010.0,54.63499038
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,Candelaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4011.0,48.2568403
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,Seybaplaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4012.0,ND
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,Dzitbalché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013.0,ND
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,Coahuila de Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Abasolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,5001.0,30.2742616
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,5002.0,15.71581824
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Allende,,,,,,,,,,,,,,,,,,,,,,,,,,,,5003.0,9.048670515
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,5004.0,43.81191279
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Candela,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005.0,38.2029735
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Castaños,,,,,,,,,,,,,,,,,,,,,,,,,,,,5006.0,17.31813641
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Cuatro Ciénegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,5007.0,44.35570374
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Escobedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,5008.0,35.62992126
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Francisco I. Madero,,,,,,,,,,,,,,,,,,,,,,,,,,,,5009.0,27.54789621
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Frontera,,,,,,,,,,,,,,,,,,,,,,,,,,,,5010.0,13.70955443
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,General Cepeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.0,52.38680232
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,5012.0,39.6969697
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,5013.0,37.7914952
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,5014.0,42.31046931
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Juárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,5015.0,35.5736592
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Lamadrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,5016.0,24.64741437
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Matamoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,5017.0,32.76994195
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Monclova,,,,,,,,,,,,,,,,,,,,,,,,,,,,5018.0,9.077836372
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,5019.0,17.82692091
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Múzquiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,5020.0,6.287656628
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Nadadores,,,,,,,,,,,,,,,,,,,,,,,,,,,,5021.0,36.03016798
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Nava,,,,,,,,,,,,,,,,,,,,,,,,,,,,5022.0,9.715201236
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,5023.0,44.64622386
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Parras,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024.0,32.66423876
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Piedras Negras,,,,,,,,,,,,,,,,,,,,,,,,,,,,5025.0,8.131438008
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Progreso,,,,,,,,,,,,,,,,,,,,,,,,,,,,5026.0,37.69666457
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Ramos Arizpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,5027.0,18.88601215
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Sabinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,5028.0,15.55246065
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,5029.0,33.51092168
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Saltillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,5030.0,14.78482991
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,San Buenaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,5031.0,17.68678042
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,San Juan de Sabinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,5032.0,11.21020208
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,San Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,5033.0,42.890072
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Sierra Mojada,,,,,,,,,,,,,,,,,,,,,,,,,,,,5034.0,21.00276352
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Torreón,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035.0,31.34246974
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Viesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,5036.0,44.83457074
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Villa Unión,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037.0,21.23661346
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,5038.0,13.36563953
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,Colima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,Armería,,,,,,,,,,,,,,,,,,,,,,,,,,,6001.0,23.46019893
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,Colima,,,,,,,,,,,,,,,,,,,,,,,,,,,6002.0,7.673288312
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,Comala,,,,,,,,,,,,,,,,,,,,,,,,,,,6003.0,23.826115
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,Coquimatlán,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.0,18.02642689
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,Cuauhtémoc,,,,,,,,,,,,,,,,,,,,,,,,,,,6005.0,5.350468145
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,Ixtlahuacán,,,,,,,,,,,,,,,,,,,,,,,,,,,6006.0,52.53175881
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,Manzanillo,,,,,,,,,,,,,,,,,,,,,,,,,,,6007.0,27.61173103
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,Minatitlán,,,,,,,,,,,,,,,,,,,,,,,,,,,6008.0,23.57571214
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,Tecomán,,,,,,,,,,,,,,,,,,,,,,,,,,,6009.0,33.63626768
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,Villa de Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,6010.0,10.92859495
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,Chiapas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,Acacoyagua,,,,,,,,,,,,,,,,,,,,,,,,,,7001.0,57.70669988
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,Acala,,,,,,,,,,,,,,,,,,,,,,,,,,7002.0,68.31352041
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,Acapetahua,,,,,,,,,,,,,,,,,,,,,,,,,,7003.0,22.61150897
2010,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,Altamirano,,,,,,,,,,,,,,,,,,,,,,,,,,7004.0,44.94542083
