Year,Series,Sexo,Grupo de edad,Entidad federativa,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila de Zaragoza,Colima,Chiapas,Chihuahua,Ciudad de México,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,México,Michoacán de Ocampo,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz de Ignacio de la Llave,Yucatán,Zacatecas,GeoCode,Value
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,Tecate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,Tijuana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,Playas de Rosarito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,San Quintín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,Baja California Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,22.73760681
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,Comondú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,Mulegé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,La Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3003.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,Los Cabos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3008.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,Loreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,Campeche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,50.84423788
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Calkiní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Campeche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4002.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4003.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Champotón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4004.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Hecelchakán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4005.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Hopelchén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Palizada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4007.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Tenabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4008.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Escárcega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4009.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Calakmul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4010.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Candelaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4011.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Seybaplaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4012.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,Dzitbalché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,Coahuila de Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,33.74418784
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Abasolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,5001.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Acuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,5002.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Allende,,,,,,,,,,,,,,,,,,,,,,,,,,,,5003.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,5004.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Candela,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Castaños,,,,,,,,,,,,,,,,,,,,,,,,,,,,5006.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Cuatro Ciénegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,5007.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Escobedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,5008.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Francisco I. Madero,,,,,,,,,,,,,,,,,,,,,,,,,,,,5009.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Frontera,,,,,,,,,,,,,,,,,,,,,,,,,,,,5010.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,General Cepeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,5012.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,5013.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,5014.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Juárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,5015.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Lamadrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,5016.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Matamoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,5017.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Monclova,,,,,,,,,,,,,,,,,,,,,,,,,,,,5018.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,5019.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Múzquiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,5020.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Nadadores,,,,,,,,,,,,,,,,,,,,,,,,,,,,5021.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Nava,,,,,,,,,,,,,,,,,,,,,,,,,,,,5022.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,5023.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Parras,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Piedras Negras,,,,,,,,,,,,,,,,,,,,,,,,,,,,5025.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Progreso,,,,,,,,,,,,,,,,,,,,,,,,,,,,5026.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Ramos Arizpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,5027.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Sabinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,5028.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,5029.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Saltillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,5030.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,San Buenaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,5031.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,San Juan de Sabinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,5032.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,San Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,5033.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Sierra Mojada,,,,,,,,,,,,,,,,,,,,,,,,,,,,5034.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Torreón,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Viesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,5036.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Villa Unión,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,5038.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,Colima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,36.27643129
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Armería,,,,,,,,,,,,,,,,,,,,,,,,,,,6001.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Colima,,,,,,,,,,,,,,,,,,,,,,,,,,,6002.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Comala,,,,,,,,,,,,,,,,,,,,,,,,,,,6003.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Coquimatlán,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Cuauhtémoc,,,,,,,,,,,,,,,,,,,,,,,,,,,6005.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Ixtlahuacán,,,,,,,,,,,,,,,,,,,,,,,,,,,6006.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Manzanillo,,,,,,,,,,,,,,,,,,,,,,,,,,,6007.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Minatitlán,,,,,,,,,,,,,,,,,,,,,,,,,,,6008.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Tecomán,,,,,,,,,,,,,,,,,,,,,,,,,,,6009.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,Villa de Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,6010.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,Chiapas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,78.91589068
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Acacoyagua,,,,,,,,,,,,,,,,,,,,,,,,,,7001.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Acala,,,,,,,,,,,,,,,,,,,,,,,,,,7002.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Acapetahua,,,,,,,,,,,,,,,,,,,,,,,,,,7003.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Altamirano,,,,,,,,,,,,,,,,,,,,,,,,,,7004.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Amatán,,,,,,,,,,,,,,,,,,,,,,,,,,7005.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Amatenango de la Frontera,,,,,,,,,,,,,,,,,,,,,,,,,,7006.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Amatenango del Valle,,,,,,,,,,,,,,,,,,,,,,,,,,7007.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Angel Albino Corzo,,,,,,,,,,,,,,,,,,,,,,,,,,7008.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Arriaga,,,,,,,,,,,,,,,,,,,,,,,,,,7009.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Bejucal de Ocampo,,,,,,,,,,,,,,,,,,,,,,,,,,7010.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Bella Vista,,,,,,,,,,,,,,,,,,,,,,,,,,7011.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Berriozábal,,,,,,,,,,,,,,,,,,,,,,,,,,7012.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Bochil,,,,,,,,,,,,,,,,,,,,,,,,,,7013.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,El Bosque,,,,,,,,,,,,,,,,,,,,,,,,,,7014.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Cacahoatán,,,,,,,,,,,,,,,,,,,,,,,,,,7015.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Catazajá,,,,,,,,,,,,,,,,,,,,,,,,,,7016.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Cintalapa,,,,,,,,,,,,,,,,,,,,,,,,,,7017.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Coapilla,,,,,,,,,,,,,,,,,,,,,,,,,,7018.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Comitán de Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,7019.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,La Concordia,,,,,,,,,,,,,,,,,,,,,,,,,,7020.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Copainalá,,,,,,,,,,,,,,,,,,,,,,,,,,7021.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chalchihuitán,,,,,,,,,,,,,,,,,,,,,,,,,,7022.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chamula,,,,,,,,,,,,,,,,,,,,,,,,,,7023.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chanal,,,,,,,,,,,,,,,,,,,,,,,,,,7024.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chapultenango,,,,,,,,,,,,,,,,,,,,,,,,,,7025.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chenalhó,,,,,,,,,,,,,,,,,,,,,,,,,,7026.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chiapa de Corzo,,,,,,,,,,,,,,,,,,,,,,,,,,7027.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chiapilla,,,,,,,,,,,,,,,,,,,,,,,,,,7028.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chicoasén,,,,,,,,,,,,,,,,,,,,,,,,,,7029.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chicomuselo,,,,,,,,,,,,,,,,,,,,,,,,,,7030.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Chilón,,,,,,,,,,,,,,,,,,,,,,,,,,7031.0,
2018,"Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico",,,,,,,,,,Escuintla,,,,,,,,,,,,,,,,,,,,,,,,,,7032.0,
